id,timestamp,source,rating,feedback_text,text_length,timestamp_clean,feedback_clean
2130,2024-01-25,survey_comment,2.0,Driver could not find my building and just cancelled - my pizza order in Mumbai,79,2024-01-25,driver could not find my building and just cancelled - my pizza order in mumbai
2677,,survey_comment,2.0,La aplicacion se cierra sola cada vez que intento pagar,55,,la aplicacion se cierra sola cada vez que intento pagar
2085,07-Mar-24,survey_comment,,"FIVE STARS, THE APP IS FANTASTIC AND RELIABLE",45,2024-03-07,"five stars, the app is fantastic and reliable"
2088,Feb 15 2024,app_store_review,5.0,"Super easy to use and quick checkout, well done team (order #126101)",68,2024-02-15,"super easy to use and quick checkout, well done team ()"
2483,08-Feb-24,survey_comment,2.0,My order arrived almost an hour late and the food was cold Agent Rahul was handling it.,87,2024-02-08,my order arrived almost an hour late and the food was cold agent rahul was handling it.
1021,03/07/2024,app_store_review,2.0,ORDER MARKED DELIVERED BUT NOTHING ARRIVED AT MY PLACE,54,2024-03-07,order marked delivered but nothing arrived at my place
2044,Jan 13 2024,survey_comment,3.0,ok i guess,10,2024-01-13,ok i guess
1421,28/01/2024,app_store_review,2.0,Customer care kept me on hold for 40 minutes then disconnected Agent Arjun was handling it.,91,2024-01-28,customer care kept me on hold for 40 minutes then disconnected agent arjun was handling it.
1038,2024-02-04,survey_comment,2.0,Chat support gave me copy paste answers that did not help Agent Vikram was handling it.,87,2024-02-04,chat support gave me copy paste answers that did not help agent vikram was handling it.
2330,18-Feb-24,survey_comment,,Login button does nothing on the latest update - my pizza order in Pune,76,2024-02-18,login button does nothing on the latest update - my pizza order in pune
1362,06-Feb-24,support_ticket,4.0,"Great experience overall, food always fresh. This is the third time.",68,2024-02-06,"great experience overall, food always fresh. this is the third time."
1473,2024-03-11,survey_comment,5.0,"Super easy to use and quick checkout, well done team (order #649855)",73,2024-03-11,"super easy to use and quick checkout, well done team ()"
1570,2024-01-11 01:37:11,support_ticket,5.0,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM - MY THALI ORDER IN BANGALORE",82,2024-01-11,"super easy to use and quick checkout, well done team - my thali order in bangalore"
1839,03/23/2024,app_store_review,5.0,"Best delivery service in my city, never had an issue",52,2024-03-23,"best delivery service in my city, never had an issue"
1750,"January 11, 2024",survey_comment,2.0,The new version drains my battery so fast. This is the third time.,71,2024-01-11,the new version drains my battery so fast. this is the third time.
2594,03/28/2024,survey_comment,,What are your office timings on weekends,40,2024-03-28,what are your office timings on weekends
2496,26/01/2024,support_ticket,2.0,"Items were missing from my delivery, got only half the order (order #288526)",76,2024-01-26,"items were missing from my delivery, got only half the order ()"
1410,Jan 12 2024,app_store_review,1.0,My order arrived almost an hour late and the food was cold - my burger order in Chennai,87,2024-01-12,my order arrived almost an hour late and the food was cold - my burger order in chennai
1300,2024-03-06 17:44:56,support_ticket,5.0,"Super easy to use and quick checkout, well done team",52,2024-03-06,"super easy to use and quick checkout, well done team"
1204,Mar 11 2024,app_store_review,2.0,Nobody from support replied to my three emails - my milk order in Chennai,73,2024-03-11,nobody from support replied to my three emails - my milk order in chennai
2697,27/01/2024,support_ticket,,"App bahut acchi hai, bahut fast hai",35,2024-01-27,"app bahut acchi hai, bahut fast hai"
1862,03/22/2024,app_store_review,3.0,Works fine for me most of the time,34,2024-03-22,works fine for me most of the time
1526,02/25/2024,survey_comment,3.0,"Double deduction on my card for order, need this reversed asap (order #425469)",78,2024-02-25,"double deduction on my card for order, need this reversed asap ()"
2775,"February 13, 2024",support_ticket,4.0,"Best delivery service in my city, never had an issue (order #292843)",68,2024-02-13,"best delivery service in my city, never had an issue ()"
1305,"February 27, 2024",support_ticket,3.0,Works fine for me most of the time,34,2024-02-27,works fine for me most of the time
2680,09/02/2024,survey_comment,1.0,"Mera refund abhi tak nahi aaya, bahut bura service hai",54,2024-09-02,"mera refund abhi tak nahi aaya, bahut bura service hai"
2559,"January 24, 2024",survey_comment,1.0,Login keeps failing and when I finally got in the coupon did not apply either,77,2024-01-24,login keeps failing and when i finally got in the coupon did not apply either
1938,01/07/2024,app_store_review,2.0,Food was spilled all over the bag when it reached me,52,2024-01-07,food was spilled all over the bag when it reached me
1347,,support_ticket,3.0,Works fine for me most of the time,34,,works fine for me most of the time
1511,"March 12, 2024",survey_comment,5.0,"Five stars, the app is fantastic and reliable",45,2024-03-12,"five stars, the app is fantastic and reliable"
2319,Mar 10 2024,survey_comment,1.0,"Cannot add address, the save button is greyed out",49,2024-03-10,"cannot add address, the save button is greyed out"
1745,"March 23, 2024",survey_comment,1.0,"Cannot add address, the save button is greyed out",54,2024-03-23,"cannot add address, the save button is greyed out"
2581,,support_ticket,2.0,"Driver was rude and items were missing, also the refund never came",66,,"driver was rude and items were missing, also the refund never came"
1512,2024-02-11,support_ticket,3.0,The map screen freezes and I cannot place an order - my milk order in Kolkata,82,2024-02-11,the map screen freezes and i cannot place an order - my milk order in kolkata
1214,,survey_comment,2.0,"Package was left at the wrong door, I never received it (order #258366)",76,,"package was left at the wrong door, i never received it ()"
1541,,survey_comment,3.0,ok i guess,10,,ok i guess
2761,08/01/2024,survey_comment,1.0,The map screen freezes and I cannot place an order (order #322623),66,2024-08-01,the map screen freezes and i cannot place an order ()
2276,"February 5, 2024",support_ticket,3.0,"My refund still hasn't come after 10 days, this is ridiculous (order #745210)",77,2024-02-05,"my refund still hasn't come after 10 days, this is ridiculous ()"
1583,27-Feb-24,survey_comment,1.0,Waited two hours and the order was finally cancelled by the app,63,2024-02-27,waited two hours and the order was finally cancelled by the app
1100,01/16/2024,app_store_review,,The new version drains my battery so fast (order #147549),57,2024-01-16,the new version drains my battery so fast ()
1433,2024-02-04 23:21:16,app_store_review,3.0,Why is there a service fee I never agreed to on my bill (order #953350),71,2024-02-04,why is there a service fee i never agreed to on my bill ()
2676,2024-03-26 03:08:50,app_store_review,1.0,"Mera refund abhi tak nahi aaya, bahut bura service hai",54,2024-03-26,"mera refund abhi tak nahi aaya, bahut bura service hai"
1053,2024-01-16 23:34:03,support_ticket,1.0,The new version drains my battery so fast (order #972335),57,2024-01-16,the new version drains my battery so fast ()
2388,"February 19, 2024",app_store_review,2.0,Coupon SAVE50 did not apply at checkout and I paid full price,61,2024-02-19,coupon save50 did not apply at checkout and i paid full price
2405,2024-01-18 14:35:48,survey_comment,5.0,"Love this app, ordering is so smooth and fast Agent Sana was handling it.",73,2024-01-18,"love this app, ordering is so smooth and fast agent sana was handling it."
2689,,support_ticket,1.0,"App bahut acchi hai, bahut fast hai",35,,"app bahut acchi hai, bahut fast hai"
1067,2024-02-13,support_ticket,1.0,MY ORDER ARRIVED ALMOST AN HOUR LATE AND THE FOOD WAS COLD (ORDER #600935),74,2024-02-13,my order arrived almost an hour late and the food was cold ()
1625,2024-03-07 07:26:07,support_ticket,1.0,The support agent was very helpful and solved my issue quickly (order #472058),78,2024-03-07,the support agent was very helpful and solved my issue quickly ()
1113,Feb 25 2024,app_store_review,3.0,Order marked delivered but nothing arrived at my place Agent Neha was handling it.,82,2024-02-25,order marked delivered but nothing arrived at my place agent neha was handling it.
1077,"March 22, 2024",survey_comment,1.0,Coupon SAVE50 did not apply at checkout and I paid full price - my thali order in Kolkata,89,2024-03-22,coupon save50 did not apply at checkout and i paid full price - my thali order in kolkata
1390,01-Feb-24,app_store_review,2.0,Nobody from support replied to my three emails. This is the third time.,71,2024-02-01,nobody from support replied to my three emails. this is the third time.
1476,17-Jan-24,app_store_review,3.0,"Package was left at the wrong door, I never received it - my burger order in Delhi",82,2024-01-17,"package was left at the wrong door, i never received it - my burger order in delhi"
1107,Jan 20 2024,app_store_review,2.0,Order marked delivered but nothing arrived at my place. This is the first time.,79,2024-01-20,order marked delivered but nothing arrived at my place. this is the first time.
1325,"January 28, 2024",app_store_review,2.0,"I was charged twice for the same order, please refund the extra amount (order #700056)",86,2024-01-28,"i was charged twice for the same order, please refund the extra amount ()"
2566,26/03/2024,app_store_review,1.0,App crashed during payment and then it still deducted money from my card,72,2024-03-26,app crashed during payment and then it still deducted money from my card
1939,05-Feb-24,app_store_review,1.0,The store staff was friendly when I picked up my order Agent Vikram was handling it.,89,2024-02-05,the store staff was friendly when i picked up my order agent vikram was handling it.
2287,04-Mar-24,support_ticket,1.0,Food was spilled all over the bag when it reached me - my fruits order in Mumbai,80,2024-03-04,food was spilled all over the bag when it reached me - my fruits order in mumbai
2756,"February 27, 2024",survey_comment,2.0,App keeps crashing every time I open the cart - my groceries order in Mumbai,76,2024-02-27,app keeps crashing every time i open the cart - my groceries order in mumbai
2592,2024-03-09 13:10:36,survey_comment,,What are your office timings on weekends,40,2024-03-09,what are your office timings on weekends
2546,2024-03-07,support_ticket,,App crashed during payment and then it still deducted money from my card,72,2024-03-07,app crashed during payment and then it still deducted money from my card
1538,24/02/2024,support_ticket,2.0,Why is there a service fee I never agreed to on my bill (order #175231),71,2024-02-24,why is there a service fee i never agreed to on my bill ()
2590,01/06/2024,survey_comment,,"Random question, who designed your logo it looks nice",53,2024-01-06,"random question, who designed your logo it looks nice"
1309,01/16/2024,survey_comment,2.0,"I was charged twice for the same order, please refund the extra amount - my fruits order in Kolkata",99,2024-01-16,"i was charged twice for the same order, please refund the extra amount - my fruits order in kolkata"
2320,2024-02-24 22:55:08,survey_comment,,Nobody from support replied to my three emails (order #235715),62,2024-02-24,nobody from support replied to my three emails ()
2064,2024-01-24 13:33:17,support_ticket,3.0,Notifications stopped working after the update Agent Anil was handling it.,79,2024-01-24,notifications stopped working after the update agent anil was handling it.
2037,"March 5, 2024",support_ticket,2.0,Food was spilled all over the bag when it reached me Agent Arjun was handling it.,81,2024-03-05,food was spilled all over the bag when it reached me agent arjun was handling it.
2203,2024-02-26 12:54:06,app_store_review,1.0,The map screen freezes and I cannot place an order,55,2024-02-26,the map screen freezes and i cannot place an order
2491,01/01/2024,survey_comment,1.0,Driver could not find my building and just cancelled!!!!,56,2024-01-01,driver could not find my building and just cancelled!!!!
2632,2024-01-06 06:33:53,survey_comment,3.0,test test test ignore,21,2024-01-06,test test test ignore
1659,2024-03-16 13:59:53,survey_comment,1.0,The store staff was friendly when I picked up my order - my pizza order in Bangalore,84,2024-03-16,the store staff was friendly when i picked up my order - my pizza order in bangalore
2259,2024-01-17,survey_comment,2.0,"Items were missing from my delivery, got only half the order",60,2024-01-17,"items were missing from my delivery, got only half the order"
1832,03/03/2024,survey_comment,1.0,Why is there a service fee I never agreed to on my bill,55,2024-03-03,why is there a service fee i never agreed to on my bill
2011,,app_store_review,,Delivery person was rude and threw the bag on the floor Agent Arjun was handling it.,84,,delivery person was rude and threw the bag on the floor agent arjun was handling it.
1624,03/17/2024,app_store_review,2.0,APP KEEPS CRASHING EVERY TIME I OPEN THE CART,45,2024-03-17,app keeps crashing every time i open the cart
2766,01/19/2024,app_store_review,,Please add more vegan restaurants to the platform,49,2024-01-19,please add more vegan restaurants to the platform
1143,08-Feb-24,survey_comment,,LOGIN BUTTON DOES NOTHING ON THE LATEST UPDATE. THIS IS THE FOURTH TIME.,72,2024-02-08,login button does nothing on the latest update. this is the fourth time.
2065,06/02/2024,support_ticket,2.0,"Items were missing from my delivery, got only half the order (order #387150)",76,2024-06-02,"items were missing from my delivery, got only half the order ()"
2111,2024-01-17,support_ticket,5.0,"Great experience overall, food always fresh!!!!",47,2024-01-17,"great experience overall, food always fresh!!!!"
2338,03/09/2024,support_ticket,,App keeps crashing every time I open the cart,45,2024-03-09,app keeps crashing every time i open the cart
2271,14-Mar-24,app_store_review,5.0,"Great experience overall, food always fresh (order #785072)",59,2024-03-14,"great experience overall, food always fresh ()"
1070,,app_store_review,2.0,Chat support gave me copy paste answers that did not help Agent Anil was handling it.,85,,chat support gave me copy paste answers that did not help agent anil was handling it.
1118,,survey_comment,3.0,The support agent was very helpful and solved my issue quickly (order #891083),78,,the support agent was very helpful and solved my issue quickly ()
1565,Feb 16 2024,app_store_review,2.0,App keeps crashing every time I open the cart (order #854701),61,2024-02-16,app keeps crashing every time i open the cart ()
1714,02/18/2024,support_ticket,3.0,Works fine for me most of the time,34,2024-02-18,works fine for me most of the time
1514,2024-03-10,support_ticket,2.0,Order marked delivered but nothing arrived at my place - my thali order in Chennai,87,2024-03-10,order marked delivered but nothing arrived at my place - my thali order in chennai
2794,,support_ticket,,Delivery persooon was rude and threw the bag on the floor. This is the fourth time..,84,,delivery persooon was rude and threw the bag on the floor. this is the fourth time..
1586,2024-03-23 13:13:08,app_store_review,4.0,"Love this app, ordering is so smooth and fast - my burger order in Pune",71,2024-03-23,"love this app, ordering is so smooth and fast - my burger order in pune"
1749,"March 12, 2024",support_ticket,,"Super easy to use and quick checkout, well done team (order #813213)",68,2024-03-12,"super easy to use and quick checkout, well done team ()"
2052,2024-02-07 16:45:49,support_ticket,2.0,Login button does nothing on the latest update,51,2024-02-07,login button does nothing on the latest update
2362,01-Feb-24,survey_comment,,The support agent was very helpful and solved my issue quickly Agent Priya was handling it.,91,2024-02-01,the support agent was very helpful and solved my issue quickly agent priya was handling it.
1481,,survey_comment,,The store staff was friendly when I picked up my order. This is the third time.!!!!,83,,the store staff was friendly when i picked up my order. this is the third time.!!!!
1084,03/26/2024,survey_comment,3.0,"Cannot add address, the save button is greyed out Agent Neha was handling it.",77,2024-03-26,"cannot add address, the save button is greyed out agent neha was handling it."
1245,2024-02-11 19:03:55,support_ticket,2.0,Login button does nothing on the latest update. This is the fourth time.,72,2024-02-11,login button does nothing on the latest update. this is the fourth time.
2099,"March 9, 2024",support_ticket,,"Super easy to use and quick checkout, well done team. This is the third time.",77,2024-03-09,"super easy to use and quick checkout, well done team. this is the third time."
1463,24/01/2024,support_ticket,4.0,"Love this app, ordering is so smooth and fast",45,2024-01-24,"love this app, ordering is so smooth and fast"
1849,26/03/2024,support_ticket,2.0,Login button does nothing on the latest update - my pizza order in Hyderabad,76,2024-03-26,login button does nothing on the latest update - my pizza order in hyderabad
2751,03/03/2024,survey_comment,,Works fine for me most of the time,34,2024-03-03,works fine for me most of the time
1727,03/15/2024,survey_comment,3.0,Works fine for me most of the time,34,2024-03-15,works fine for me most of the time
2455,,app_store_review,3.0,"Cannot add address, the save button is greyed out Agent Rahul was handling it.",78,,"cannot add address, the save button is greyed out agent rahul was handling it."
1160,03/15/2024,support_ticket,,"Love this app, ordering is so smooth and fast (order #432427)",61,2024-03-15,"love this app, ordering is so smooth and fast ()"
1170,Jan 28 2024,survey_comment,1.0,"Double deduction on my card for order, need this reversed asap. This is the fourth time.",88,2024-01-28,"double deduction on my card for order, need this reversed asap. this is the fourth time."
1780,,survey_comment,5.0,"Great experience overall, food always fresh",43,,"great experience overall, food always fresh"
1395,01/22/2024,support_ticket,2.0,Driver could not find my building and just cancelled - my pizza order in Chennai,80,2024-01-22,driver could not find my building and just cancelled - my pizza order in chennai
2030,"January 1, 2024",survey_comment,2.0,Payment failed but money got deducted from my account Agent Neha was handling it.,81,2024-01-01,payment failed but money got deducted from my account agent neha was handling it.
1406,2024-01-04,survey_comment,2.0,Payment failed but money got deducted from my account. This is the fourth time.,79,2024-01-04,payment failed but money got deducted from my account. this is the fourth time.
2691,Jan 22 2024,survey_comment,1.0,"Mera refund abhi tak nahi aaya, bahut bura service hai",54,2024-01-22,"mera refund abhi tak nahi aaya, bahut bura service hai"
2175,,support_ticket,1.0,My order arrived almost an hour late and the food was cold. This is the first time.,83,,my order arrived almost an hour late and the food was cold. this is the first time.
1080,,app_store_review,3.0,"Average experience, could be better",35,,"average experience, could be better"
2618,2024-02-25 12:46:39,survey_comment,,Is there a referral program for inviting friends,48,2024-02-25,is there a referral program for inviting friends
1193,,support_ticket,2.0,Payment failed but money got deducted from my account. This is the second time.!!!!,83,,payment failed but money got deducted from my account. this is the second time.!!!!
1281,"March 5, 2024",survey_comment,4.0,"Love this app, ordering is so smooth and fast (order #349736)",61,2024-03-05,"love this app, ordering is so smooth and fast ()"
1527,15/02/2024,app_store_review,,Notifications stopped working after the update - my milk order in Kolkata,73,2024-02-15,notifications stopped working after the update - my milk order in kolkata
2525,07/03/2024,app_store_review,5.0,"Wonderful, charged me twice, exactly what I wanted today",56,2024-07-03,"wonderful, charged me twice, exactly what i wanted today"
2241,20/03/2024,survey_comment,,"Five stars, the app is fantastic and reliable (order #687119)",61,2024-03-20,"five stars, the app is fantastic and reliable ()"
1784,Jan 6 2024,support_ticket,1.0,Login button does nothing on the latest update (order #822494),62,2024-01-06,login button does nothing on the latest update ()
1977,07-Jan-24,support_ticket,1.0,Customer care kept me on hold for 40 minutes then disconnected Agent Rahul was handling it.,91,2024-01-07,customer care kept me on hold for 40 minutes then disconnected agent rahul was handling it.
1246,21-Feb-24,survey_comment,2.0,"Package was left at the wrong door, I never received it",55,2024-02-21,"package was left at the wrong door, i never received it"
2014,2024-03-06 04:22:41,app_store_review,4.0,"Five stars, the app is fantastic and reliable (order #840530)",61,2024-03-06,"five stars, the app is fantastic and reliable ()"
2382,Jan 21 2024,app_store_review,2.0,"Cannot add address, the save button is greyed out",49,2024-01-21,"cannot add address, the save button is greyed out"
2136,Feb 24 2024,support_ticket,2.0,"I was charged twice for the same order, please refund the extra amount - my fruits order in Mumbai",98,2024-02-24,"i was charged twice for the same order, please refund the extra amount - my fruits order in mumbai"
2360,03-Jan-24,app_store_review,3.0,Coupon SAVE50 did not apply at checkout and I paid full price (order #294735),77,2024-01-03,coupon save50 did not apply at checkout and i paid full price ()
2200,,app_store_review,3.0,"Double deduction on my card for order, need this reversed asap (order #493335)",83,,"double deduction on my card for order, need this reversed asap ()"
1838,2024-02-16 22:24:03,support_ticket,3.0,ok i guess,10,2024-02-16,ok i guess
1956,,support_ticket,3.0,Waited two hours and the order was finally cancelled by the app,68,,waited two hours and the order was finally cancelled by the app
2045,,support_ticket,,App keeps crashing every time I open the cart (order #696053),61,,app keeps crashing every time i open the cart ()
1442,02/15/2024,app_store_review,1.0,Nobody from support replied to my three emails - my milk order in Hyderabad,75,2024-02-15,nobody from support replied to my three emails - my milk order in hyderabad
1422,Mar 12 2024,support_ticket,1.0,Customer care kept me on hold for 40 minutes then disconnected Agent Meera was handling it.,91,2024-03-12,customer care kept me on hold for 40 minutes then disconnected agent meera was handling it.
1802,09-Jan-24,survey_comment,5.0,"SUPER EASY TO USE AND QUICK CHECKOUT, WELL DONE TEAM",52,2024-01-09,"super easy to use and quick checkout, well done team"
2433,01/10/2024,survey_comment,3.0,The store staff was friendly when I picked up my order. This is the fourth time.,80,2024-01-10,the store staff was friendly when i picked up my order. this is the fourth time.
1241,07/02/2024,survey_comment,2.0,Payment failed but money got deducted from my account - my thali order in Hyderabad,88,2024-07-02,payment failed but money got deducted from my account - my thali order in hyderabad
2232,"February 23, 2024",survey_comment,1.0,CHAT SUPPORT GAVE ME COPY PASTE ANSWERS THAT DID NOT HELP,57,2024-02-23,chat support gave me copy paste answers that did not help
1487,2024-02-05 09:58:38,app_store_review,2.0,The invoice amount does not match what the app showed me. This is the second time.,82,2024-02-05,the invoice amount does not match what the app showed me. this is the second time.
2197,03/12/2024,support_ticket,2.0,Chat support gave me copy paste answers that did not help. This is the second time.,83,2024-03-12,chat support gave me copy paste answers that did not help. this is the second time.
2341,"March 7, 2024",support_ticket,5.0,"Great experience overall, food always fresh - my burger order in Delhi",70,2024-03-07,"great experience overall, food always fresh - my burger order in delhi"
1577,01/02/2024,support_ticket,1.0,Chat support gave me copy paste answers that did not help (order #363592),73,2024-01-02,chat support gave me copy paste answers that did not help ()
2165,03/16/2024,survey_comment,,"Average experience, could be better",35,2024-03-16,"average experience, could be better"
1042,17/03/2024,support_ticket,,"Package was left at the wrong door, I never received it. This is the second time.",81,2024-03-17,"package was left at the wrong door, i never received it. this is the second time."
2808,2024-02-06 04:29:37,app_store_review,3.0,App stuck on loading screen for 5 minutes then closed (order #220898),71,2024-02-06,app stuck on loading screen for 5 minutes then closed ()
2438,15-Jan-24,survey_comment,,"Cannot add address, the save button is greyed out - my thali order in Kolkata",77,2024-01-15,"cannot add address, the save button is greyed out - my thali order in kolkata"
1171,,survey_comment,2.0,Food was spilled all over the bag when it reached me - my thali order in Pune,77,,food was spilled all over the bag when it reached me - my thali order in pune
2568,"January 2, 2024",support_ticket,,"Driver was rude and items were missing, also the refund never came",66,2024-01-02,"driver was rude and items were missing, also the refund never came"
2036,17/02/2024,support_ticket,5.0,"Great experience overall, food always fresh",43,2024-02-17,"great experience overall, food always fresh"
1638,"February 12, 2024",support_ticket,1.0,My order arrived almost an hour late and the food was cold Agent Vikram was handling it.,88,2024-02-12,my order arrived almost an hour late and the food was cold agent vikram was handling it.
1573,2024-02-17,survey_comment,5.0,"Super easy to use and quick checkout, well done team Agent Meera was handling it.!!!!",85,2024-02-17,"super easy to use and quick checkout, well done team agent meera was handling it.!!!!"
1833,09/01/2024,app_store_review,2.0,Food was spilled all over the bag when it reached me Agent Neha was handling it.,80,2024-09-01,food was spilled all over the bag when it reached me agent neha was handling it.
2722,02/27/2024,app_store_review,5.0,My order arrived almost an hour late and the food was cold,58,2024-02-27,my order arrived almost an hour late and the food was cold
1775,09/03/2024,app_store_review,5.0,"Great experience overall, food always fresh (order #125918)!!!!",63,2024-09-03,"great experience overall, food always fresh ()!!!!"
2524,"February 2, 2024",app_store_review,4.0,"Oh great, crashed again right at checkout, just love it",55,2024-02-02,"oh great, crashed again right at checkout, just love it"
2209,12/01/2024,app_store_review,1.0,The invoice amount does not match what the app showed me Agent Anil was handling it.!!!!,88,2024-12-01,the invoice amount does not match what the app showed me agent anil was handling it.!!!!
1676,,app_store_review,1.0,"Cannot add address, the save button is greyed out (order #840255)",65,,"cannot add address, the save button is greyed out ()"
1687,,survey_comment,2.0,Delivery person was rude and threw the bag on the floor. This is the first time.,80,,delivery person was rude and threw the bag on the floor. this is the first time.
1352,,survey_comment,3.0,"AVERAGE EXPERIENCE, COULD BE BETTER",35,,"average experience, could be better"
2503,,app_store_review,4.0,"Fantastic service, only took two hours for cold food, amazing!!!!",65,,"fantastic service, only took two hours for cold food, amazing!!!!"
1618,,survey_comment,1.0,Driver could not find my building and just cancelled (order #237606),68,,driver could not find my building and just cancelled ()
2450,12/01/2024,support_ticket,2.0,Looogin button does nothing on the latest update,48,2024-12-01,looogin button does nothing on the latest update
1294,17/02/2024,support_ticket,,Works fine for me most of the time,39,2024-02-17,works fine for me most of the time
2532,"March 27, 2024",app_store_review,5.0,"BRILLIANT, MY REFUND IS 'ON THE WAY' FOR THE THIRD WEEK NOW, LOVELY",67,2024-03-27,"brilliant, my refund is 'on the way' for the third week now, lovely"
1064,,app_store_review,3.0,Search bar shows no results even for items that exist (order #301939),69,,search bar shows no results even for items that exist ()
2719,,app_store_review,5.0,Food was spilled all over the bag when it reached me,52,,food was spilled all over the bag when it reached me
1976,"January 23, 2024",survey_comment,,DELIVERY PERSON WAS RUDE AND THREW THE BAG ON THE FLOOR - MY SUSHI ORDER IN MUMBAI,82,2024-01-23,delivery person was rude and threw the bag on the floor - my sushi order in mumbai
1181,,support_ticket,4.0,"Best delivery service in my city, never had an issue (order #401602)",68,,"best delivery service in my city, never had an issue ()"
2306,"March 21, 2024",survey_comment,5.0,"Best delivery service in my city, never had an issue (order #851807)",73,2024-03-21,"best delivery service in my city, never had an issue ()"
1088,,support_ticket,,"Great experience overall, food always fresh",43,,"great experience overall, food always fresh"
1548,"February 27, 2024",survey_comment,2.0,App keeps crashing every time I open the cart - my groceries order in Mumbai,76,2024-02-27,app keeps crashing every time i open the cart - my groceries order in mumbai
1919,2024-03-06,app_store_review,,Got charged for a subscription I cancelled last month. This is the third time.,83,2024-03-06,got charged for a subscription i cancelled last month. this is the third time.
2696,03/23/2024,survey_comment,2.0,La aplicacion se cierra sola cada vez que intento pagar,55,2024-03-23,la aplicacion se cierra sola cada vez que intento pagar
2343,2024-03-03,survey_comment,2.0,Delivery person was rude and threw the bag on the floor,55,2024-03-03,delivery person was rude and threw the bag on the floor
1087,"March 28, 2024",survey_comment,,"Five stars, the app is fantastic and reliable - my milk order in Chennai",72,2024-03-28,"five stars, the app is fantastic and reliable - my milk order in chennai"
2255,09/02/2024,app_store_review,2.0,App stuck on loading screen for 5 minutes then closed - my thali order in Bangalore,83,2024-09-02,app stuck on loading screen for 5 minutes then closed - my thali order in bangalore
1221,19/01/2024,app_store_review,3.0,Works fine for me most of the time,39,2024-01-19,works fine for me most of the time
1631,,app_store_review,2.0,Thank you to the agent Priya who handled my complaint so well,61,,thank you to the agent priya who handled my complaint so well
1965,2024-01-11 14:36:50,support_ticket,3.0,Got charged for a subscription I cancelled last month (order #434064),69,2024-01-11,got charged for a subscription i cancelled last month ()
1647,05-Mar-24,app_store_review,5.0,"Love this app, ordering is so smooth and fast. This is the third time.",70,2024-03-05,"love this app, ordering is so smooth and fast. this is the third time."
2006,01/05/2024,app_store_review,1.0,"I was charged twice for the same order, please refund the extra amount Agent Anil was handling it.",98,2024-01-05,"i was charged twice for the same order, please refund the extra amount agent anil was handling it."
1385,2024-03-10 04:19:43,support_ticket,2.0,My order arrived almost an hour late and the food was cold - my burger order in Mumbai,86,2024-03-10,my order arrived almost an hour late and the food was cold - my burger order in mumbai
1698,"February 7, 2024",survey_comment,3.0,The store staff was friendly when I picked up my order - my thali order in Pune!!!!,83,2024-02-07,the store staff was friendly when i picked up my order - my thali order in pune!!!!
1116,28/01/2024,support_ticket,2.0,App stuck on loading screen for 5 minutes then closed,53,2024-01-28,app stuck on loading screen for 5 minutes then closed
2381,02/17/2024,app_store_review,1.0,Notifications stopped working after the update - my milk order in Bangalore,75,2024-02-17,notifications stopped working after the update - my milk order in bangalore
1507,Feb 3 2024,app_store_review,2.0,Food was spilled all over the bag when it reached me,52,2024-02-03,food was spilled all over the bag when it reached me
1177,,survey_comment,1.0,The store staff was friendly when I picked up my order (order #119857),70,,the store staff was friendly when i picked up my order ()
1411,,support_ticket,,"Super easy to use and quick checkout, well done team. This is the third time.",77,,"super easy to use and quick checkout, well done team. this is the third time."
1059,Feb 25 2024,app_store_review,2.0,Why is there a service fee I never agreed to on my bill Agent Sana was handling it.,83,2024-02-25,why is there a service fee i never agreed to on my bill agent sana was handling it.
2166,Jan 21 2024,support_ticket,5.0,"Best delivery service in my city, never had an issue (order #406533)",68,2024-01-21,"best delivery service in my city, never had an issue ()"
1465,02/18/2024,survey_comment,2.0,The store staff was friendly when I picked up my order - my thali order in Pune!!!!,83,2024-02-18,the store staff was friendly when i picked up my order - my thali order in pune!!!!
1970,2024-02-25 12:05:35,app_store_review,,The support agent was very helpful and solved my issue quickly - my thali order in Chennai,90,2024-02-25,the support agent was very helpful and solved my issue quickly - my thali order in chennai
2628,,survey_comment,1.0,asdkjfh askjdfh kjsdf,21,,asdkjfh askjdfh kjsdf
1651,12-Mar-24,survey_comment,1.0,"My refund still hasn't come after 10 days, this is ridiculous - my fruits order in Kolkata",95,2024-03-12,"my refund still hasn't come after 10 days, this is ridiculous - my fruits order in kolkata"
1724,16/01/2024,support_ticket,3.0,Delivery person was rude and threw the bag on the floor,55,2024-01-16,delivery person was rude and threw the bag on the floor
1238,2024-02-11 06:33:30,app_store_review,,The map screen freezes and I cannot place an order (order #865618)!!!!,70,2024-02-11,the map screen freezes and i cannot place an order ()!!!!
2404,"January 14, 2024",survey_comment,1.0,"My refund still hasn't come after 10 days, this is ridiculous. This is the second time.",87,2024-01-14,"my refund still hasn't come after 10 days, this is ridiculous. this is the second time."
1131,01/02/2024,app_store_review,5.0,"GREAT EXPERIENCE OVERALL, FOOD ALWAYS FRESH",43,2024-01-02,"great experience overall, food always fresh"
2694,2024-03-05,survey_comment,2.0,Le livreur etait tres impoli et la commande etait froide,56,2024-03-05,le livreur etait tres impoli et la commande etait froide
